company,year,award_category,size_category,company_id
Natural Investments LLC,2022,Customers,10-49 Employees,001C000000r5ohjIAA
Noonday Collection,2022,Community,10-49 Employees,001C000001VaQj6IAF
"NorthStar Asset Management, Inc.",2022,Customers,10-49 Employees,001C0000016sQvaIAE
Oliver Russell & Associates,2022,Governance,10-49 Employees,001C000000vAL1WIAW
Phi Capital Investments Limited,2022,Governance,10-49 Employees,0013b00001vNL9jAAG
Quarsh,2022,Workers,10-49 Employees,0013b00001u93uZAAQ
Radiant Law,2022,Governance,10-49 Employees,001C000001ivBfPIAU
Resonance,2022,Customers; Governance,10-49 Employees,001C000001XtpSEIAZ
SKOOT,2022,Governance,10-49 Employees,0013b00001vOAG8AAO
Seacourt Ltd,2022,Environment,10-49 Employees,0013b00001oobayAAA
Space Doctors Ltd,2022,Workers,10-49 Employees,001C000001SJ5aFIAT
Squeaky Clean Energy Limited,2022,Governance,10-49 Employees,001C000001Xe9M0IAJ
The Recycled Assets Company Ltd (T/A - TRACOuk),2022,Workers,10-49 Employees,0013b00001uN9cuAAC
Themis International Services Ltd,2022,Governance,10-49 Employees,0013b00001qHn5oAAC
Thrive Renewables plc,2022,Environment,10-49 Employees,0013b00001p3nKxAAI
Tribe Impact Capital LLP,2022,Customers,10-49 Employees,001C000001WF9iEIAT
True.,2022,Workers,10-49 Employees,0013b00001p0pSYAAY
Verco Advisory Services Limited,2022,Workers; Governance,10-49 Employees,001C000001bVzk7IAC
WHEB Asset Management LLP,2022,Customers,10-49 Employees,001C000001R2JJ7IAN
Wallbrook,2022,Workers,10-49 Employees,0013b00001oomMoAAI
Blueland,2022,Environment,10-49 Employees,0013b00001ssMqfAAE
Organic India USA,2022,Community,10-49 Employees,001C000001N4sODIAZ
Our Gorongosa,2022,Community,10-49 Employees,0013b00001rHBo3AAG
PRACTICE Benefit Corp,2022,Governance,10-49 Employees,001C000001TaSKdIAN
PV Squared,2022,Workers,10-49 Employees,001C0000019tYURIA2
Parker Clay,2022,Community,10-49 Employees,001C000001dgcKSIAY
"Payactiv, Inc.",2022,Customers,10-49 Employees,001C000001P5kdmIAB
PeaceWorks Technology Solutions,2022,Workers,10-49 Employees,001C000000r5jLXIAY
Persephone Brewing Company,2022,Environment,10-49 Employees,001C000001Knc66IAB
Praxis Consulting Group,2022,Workers,10-49 Employees,001C000000r5hl8IAA
"Precision General Commercial Contractors, Inc.",2022,Environment,10-49 Employees,001C000001jf9lnIAA
Preserve,2022,Environment,10-49 Employees,0018000000Rr4BqAAJ
REBBL INC,2022,Community,10-49 Employees,001C000001SzAjmIAF
Rally Assets,2022,Workers; Governance,10-49 Employees,001C000000wDS2fIAG
ResolutionCare,2022,Customers,10-49 Employees,001C000001Wjnx9IAB
Rogue Creamery,2022,Environment,10-49 Employees,001C000001FJAb3IAH
S1 Medical,2022,Governance,10-49 Employees,001C000001WDZYEIA5
SABEResPODER,2022,Customers,10-49 Employees,0018000000OO2kiAAD
Salt Spring Coffee,2022,Community,10-49 Employees,0018000000bNzOxAAK
Sarona Asset Management Inc,2022,Customers; Governance,10-49 Employees,001C000000r6E6nIAE
Sokol Blosser Winery,2022,Environment,10-49 Employees,001C000001Fh2ehIAB
Sonen Capital LLC,2022,Customers,10-49 Employees,001C0000011aQNKIA2
"South Mountain Company, Inc.",2022,Community; Workers,10-49 Employees,001C0000015ohK9IAI
Spring Bank,2022,Customers; Governance,10-49 Employees,001C0000015oPgsIAE
"Stroopies, Inc.",2022,Community; Workers,10-49 Employees,001C000001P88BMIAZ
Sustainable Harvest,2022,Community; Environment,10-49 Employees,001C000000r65XzIAI
Symplicity Designs Inc,2022,Governance,10-49 Employees,001C000001Fh5JnIAJ
TIDAL New York,2022,Community; Environment,10-49 Employees,0013b00001rGhcoAAC
Tech Networks of Boston,2022,Workers,10-49 Employees,001C0000019LUDqIAO
"The Green Engineer, Inc.",2022,Environment; Workers,10-49 Employees,001C0000015rVxxIAE
"Thrive Farmers International, Inc.",2022,Community,10-49 Employees,001C000001TZ4zdIAD
"TriLinc Global, LLC",2022,Governance,10-49 Employees,0018000000lv1diAAA
"Trillium Asset Management, LLC",2022,Customers; Governance,10-49 Employees,0018000000OO2l1AAD
Ulula,2022,Customers,10-49 Employees,001C000001a1imSIAQ
Unreasonable Group,2022,Customers,10-49 Employees,001C000001Q2xxiIAB
Vancity Community Investment Bank,2022,Customers,10-49 Employees,001C000001dh3bCIAQ
Wescott Financial Advisory Group,2022,Workers,10-49 Employees,0013b00001nEM3TAAW
"Wicked Joe, Wicked Leaf & Benbows Coffee",2022,Community,10-49 Employees,001C000001NPbouIAD
Zevin Asset Management,2022,Customers,10-49 Employees,001C0000017yJTfIAM
evolveEA,2022,Environment,10-49 Employees,001C000000zhmygIAA
indieDwell Inc,2022,Customers,10-49 Employees,001C000001dgCXnIAM
"rTraction Canada, Inc.",2022,Workers,10-49 Employees,001C000000vAEvzIAG
tentree international,2022,Community,10-49 Employees,001C000001MZh5qIAD
100km Foods,2022,Community,10-49 Employees,001C0000013EirYIAS
ALL GREEN RECYCLING INC.,2022,Community,10-49 Employees,001C000001a27JIIAY
Advanced Enviro Systems,2022,Environment,10-49 Employees,001C000001Lkdv1IAB
Alter Eco,2022,Community,10-49 Employees,0018000000OO2lJAAT
"Altvia Solutions, LLC",2022,Workers,10-49 Employees,001C000000r58uWIAQ
Amavida Coffee and Trading Company,2022,Community,10-49 Employees,001C0000015ntP8IAI
American College of Healthcare Sciences,2022,Governance,10-49 Employees,001C000001NP2uBIAT
Apollo Energy,2022,Environment,10-49 Employees,0013b00001o4EEFAA2
August Public Inc,2022,Workers,10-49 Employees,001C000001R0VLRIA3
BSW Wealth Partners,2022,Customers; Workers,10-49 Employees,001C0000010ggoiIAA
Kin,2022,Workers,10-49 Employees,0013b00001rIOh4AAG
Maths Pathway,2022,Customers,10-49 Employees,001C000001R25iqIAB
Method Recycling,2022,Environment,10-49 Employees,001C000001lNl4LIAS
Outland Denim,2022,Community,10-49 Employees,001C000001UDglFIAT
Raglan Food Co Limited,2022,Environment,10-49 Employees,0013b00001qFdqWAAS
Red Gum BBQ,2022,Community,10-49 Employees,001C000001cBq3eIAC
RetailOasis,2022,Workers,10-49 Employees,001C000001N4xurIAB
Tax Traders Ltd,2022,Governance,10-49 Employees,0013b00001qFwErAAK
U Ethical Investors,2022,Community,10-49 Employees,001C000001dfDJqIAM
Coconut Silo,2022,Workers,10-49 Employees,0013b00001y7SchAAE
"OYORI Asia Co., Ltd.",2022,Community,10-49 Employees,001C000001WEuFpIAL
continew,2022,Environment,10-49 Employees,0013b00001tAA8HAAW
4YOU2 Idiomas,2022,Customers,10-49 Employees,001C0000018QAqFIAW
Apex Capital Ltda.,2022,Workers,10-49 Employees,0013b00001vMmulAAC
Balloon Latam,2022,Customers,10-49 Employees,001C000001iDoTNIA0
Banagro,2022,Governance,10-49 Employees,0013b00001qpJErAAM
Bresco Investimentos e Gestão Ltda.,2022,Environment,10-49 Employees,001C000001airbSIAQ
Betterfly,2022,Community,10-49 Employees,001C000001iE479IAC
Calagro,2022,Environment,10-49 Employees,001C000001mVjslIAC
Carambola Tecnologia LTDA,2022,Workers,10-49 Employees,0013b00001p2lsDAAQ
Ciudad Luz,2022,Environment,10-49 Employees,001C000001fgW6DIAU
Dinâmica Ambiental,2022,Environment,10-49 Employees,001C000001iDa9LIAS
Eco Poop S.A.S,2022,Environment,10-49 Employees,001C000001ghSo1IAE
Editora MOL,2022,Community,10-49 Employees,001C000001fh5E2IAI
Eduhub,2022,Customers,10-49 Employees,0013b00001p376iAAA
Ejido Verde,2022,Environment,10-49 Employees,001C000001lLqZ5IAK
Eu Reciclo,2022,Community,10-49 Employees,001C000001Z7DLqIAN
FAMA Investimentos,2022,Workers,10-49 Employees,0013b00001qFrJoAAK
Faro Energy,2022,Environment,10-49 Employees,001C000001SHbs0IAD
GMF Latinoamericana SA,2022,Environment,10-49 Employees,001C000001bVxhNIAS
Grameen de la Frontera,2022,Customers; Governance,10-49 Employees,001C000001aheqQIAQ
Grupo GAIA,2022,Community,10-49 Employees,001C000001Eths8IAB
Grupo REMM,2022,Workers,10-49 Employees,001C000001nGijhIAC
H3,2022,Governance,10-49 Employees,0013b00001qEBhWAAW
Hipocampus,2022,Customers; Workers,10-49 Employees,001C000001XepZ3IAJ
Iconosur,2022,Environment,10-49 Employees,001C000001eVwRtIAK
Increase,2022,Workers,10-49 Employees,001C000001Z8ZSnIAN
Iniciativa Agronegócios,2022,Environment,10-49 Employees,001C000001lNfwcIAC
Inversiones SoyFocus SpA,2022,Governance,10-49 Employees,0013b00001p3WUvAAM
Las Mazamorras de Uraba,2022,Community,10-49 Employees,001C000001aiC0iIAE
Los Goodfellas,2022,Governance,10-49 Employees,0013b00001rFimjAAC
MagikJC Empreendimentos Imobiliários,2022,Customers,10-49 Employees,001C000001XwPC0IAN
Mitsidi Serviços e Projetos LTDA EPP,2022,Workers,10-49 Employees,0013b00001vLj66AAC
Mamotest,2022,Customers,10-49 Employees,001C0000014yhUrIAI
Movimento #EUVISTOOBEM,2022,Community,10-49 Employees,001C000001eEgyOIAS
NewInc Construtora,2022,Environment,10-49 Employees,001C0000019uMf1IAE
Okena,2022,Environment,10-49 Employees,001C0000019LEfXIAW
Papel Semente,2022,Community,10-49 Employees,001C0000019JycQIAS
Recidar,2022,Community,10-49 Employees,001C000001ckBffIAE
Regional Food,2022,Workers,10-49 Employees,0013b00001onngdAAA
Revitaliza Consultores,2022,Environment; Governance,10-49 Employees,001C000001gi7sgIAA
Rise Holding S.A,2022,Governance,10-49 Employees,001C000001aipCcIAI
Sempli,2022,Customers,10-49 Employees,001C000001iCllkIAC
Sarape Social,2022,Customers; Governance,10-49 Employees,001C000001dfigmIAA
Suda Outdoors,2022,Governance,10-49 Employees,0013b00001vPfYwAAK
SUGO Holding Corporation,2022,Environment,10-49 Employees,0013b00001tAFsUAAW
Socialab,2022,Governance,10-49 Employees,0013b00001p1H09AAE
Suncolombia,2022,Customers,10-49 Employees,0013b00001rGVtoAAG
Sunew Filmes Fotovoltaicos Impressos S.A,2022,Environment,10-49 Employees,001C000001eWxdmIAC
TARGET-DDI,2022,Community,10-49 Employees,001C000001C4EIPIA3
Urbani Limitada,2022,Customers,10-49 Employees,001C000001afYnzIAE
Vox Capital,2022,Customers,10-49 Employees,0018000000lueS8AAI
Wakami,2022,Workers,10-49 Employees,001C0000015nz8tIAA
Wesley,2022,Environment,10-49 Employees,001C000001cj6jHIAQ
YouGreen Cooperativa,2022,Environment; Workers,10-49 Employees,001C000001MMddXIAT
Yuxta Energy S.A.,2022,Governance,10-49 Employees,001C000001YH7oeIAD
zafrán - Recetas honestas,2022,Workers,10-49 Employees,001C0000014ykRmIAI
GENASHTIM SDN. BHD.,2022,Workers,10-49 Employees,001C000001lM5KKIA0
"GenerationHope, Inc.",2022,Community,10-49 Employees,001C000001aiLpOIAU
First Respond,2022,Workers,10-49 Employees,001C000001UBt1TIAT
"ShenZhen Link Accessibility Co.,Ltd",2022,Workers,10-49 Employees,001C000001agCL4IAM
Starvinci,2022,Customers,10-49 Employees,0013b00001ycnCPAAY
Vancity Community Investment Bank,2019,Workers,10-49 Employees,001C000001dh3bCIAQ
Twelve Winds Consulting,2018,Changemakers,,001C000001KmmWOIAZ
The Raw Office,2018,Changemakers,,001C000001Nuj7AIAR
Green House Data,2018,Changemakers,,001C000000xBkHJIA0
Wealth Enhancers,2018,Changemakers,,001C0000019ufQkIAI
HoraSalud,2018,Changemakers,,001C000001HZIUKIA5
Gulliver,2018,Changemakers,,001C000000wFMoDIAW
Righteous Gelato,2018,Changemakers,,001C000001Q37YwIAJ
Amicus Solar Cooperative,2018,Changemakers,,001C0000015Op39IAC
"Immix Law Group, PC",2018,Changemakers,,001C0000016a8ICIAY
Pekin Hardy Strauss Wealth Management,2018,Changemakers,,001C000001EtVfLIAV
"Prichard Communications, Inc.",2018,Changemakers,,001C000001MMuE0IAL
Coschool SAS,2018,Changemakers,,001C000001MZArhIAH
Emprediem,2018,Changemakers,,001C0000012cwqbIAA
Step Beyond Strategy Pty Ltd,2018,Changemakers,,001C0000012FGF8IAO
Pixel Parlor,2018,Changemakers,,001C000001GCObHIAX
Elvis & Kresse,2018,Changemakers,,001C000001NNA7vIAH
Geekie,2018,Changemakers,,001C000001EutKNIAZ
"Eileen Fisher, Inc.",2018,Changemakers,,001C000001Q3LQ4IAN
Animana,2018,Changemakers,,001C0000015qtwFIAQ
Climate Neutral Group,2018,Changemakers,,001C000001MNB7WIAX
Neighbourhood Group of Companies,2018,Changemakers,,001C000001R2G5EIAV
Needo,2018,Changemakers,,001C0000010gKzqIAE
Cause4,2018,Changemakers,,001C000001QzWmCIAV
Motherlove Herbal Company,2018,Changemakers,,001C000001NNYNDIA5
WonderWorks Consulting,2018,Changemakers,,001C0000015PCJPIA4
East West Tea Co. LLC,2018,Changemakers,,001C000001CgJPpIAN
DeeBee's Organics,2018,Changemakers,,001C000001DiqvHIAR
"Cause Strategy Partners, LLC",2018,Changemakers,,001C000001NujlbIAB
Beyond English,2018,Changemakers,,001C000001KmWFkIAN
MAFIA,2018,Changemakers,,001C0000016YvcZIAS
The Social Investment Consultancy,2018,Changemakers,,001C000001MYX0LIAX
"Garden of Life, LLC",2018,Changemakers,,001C000001I2TXQIA3
Cultivating Capital,2018,Changemakers,,001C000000u4UL5IAM
African Bronze Honey Company Limited,2018,Changemakers,,001C000001D2mZRIAZ
S.W. Basics,2018,Changemakers,,001C000000ykakMIAQ
"North Coast Brewing Co., Inc.",2018,Changemakers,,001C000001MWpE1IAL
Maria Farinha Filmes,2018,Changemakers,,001C0000018NDpAIAW
Trustees Unlimited LLP,2018,Changemakers,,001C000001Q4O4dIAF
Wellspring Consulting LLC,2018,Changemakers,,001C000001C4GI6IAN
One World Play Project,2018,Changemakers,,0018000000jUvfiAAC
Roots for Sustainability (R4S),2018,Changemakers,,001C000001Gfj5rIAB
Macphie Ltd,2018,Changemakers,,001C0000017Ph1fIAC
Cambridge Naturals,2018,Changemakers,,001C0000015R978IAC
SecondMuse,2018,Changemakers,,001C0000014O2lIIAS
Heather Paulsen Consulting,2018,Changemakers,,001C000001LNi8dIAD
Shared Value Solutions,2018,Changemakers,,001C0000017zLKhIAM
Wendel Rosen LLP,2018,Changemakers,,001C0000013EOBdIAO
"Pyramid Communications, Inc.",2018,Changemakers,,001C000001BY1tUIAT
Rescue Agency,2018,Changemakers,,001C0000014xMR3IAM
MIO,2018,Changemakers,,001C000001E8aYPIAZ
Shoremount,2018,Changemakers,,001C0000018wirFIAQ
EM Projectes Didactics,2018,Changemakers,,001C000001F8DmlIAF
Common Good Solutions,2018,Changemakers,,001C000000zkJV7IAM
Community Services.Net Pty Ltd,2018,Changemakers,,001C000001J2yUNIAZ
Beautycounter,2018,Changemakers,,001C0000011aqxpIAA
"ThinkShout, Inc",2018,Changemakers,,001C000001CGYXFIA5
"Savvy Rest, Inc.",2018,Changemakers,,001C000000yjyuZIAQ
Gary Community Ventures,2018,Changemakers,,001C0000016YMfkIAG
Junxion Strategy,2018,Changemakers,,001C000001CeyYXIAZ
Buinzoo s.a.,2018,Changemakers,,001C000001DisVsIAJ
Happy Family Organics,2018,Changemakers,,0018000000PSEihAAH
Fully,2018,Changemakers,,001C000001F8PQSIA3
Peace Power,2018,Changemakers,,001C000001NNZ3rIAH
MaCher USA,2018,Changemakers,,001C0000019KychIAC
Practical Energy Solutions,2018,Changemakers,,0018000000OO2kaAAD
Big Path Capital,2018,Changemakers,,0018000000OO2lDAAT
"Terrafertil US LLC DBA Essential Living Foods, Inc.",2018,Changemakers,,0018000000OO2jCAAT
soulproducts GmbH,2018,Changemakers,,001C000001Q2nlfIAB
Schuttelaar & Partners,2018,Changemakers,,001C000001KMuWOIA1
"Seed Systems, Inc",2018,Changemakers,,001C000001Ip80FIAR
Orbis Environmental,2018,Changemakers,,001C00000181rURIAY
GladRags,2018,Changemakers,,001C000000wFe1cIAC
Luscious Garage,2018,Changemakers,,001C000000zi3SoIAI
"Urban Green Development, LLC",2018,Changemakers,,001C000000zjM9NIAU
GreenSpark Energy,2018,Changemakers,,001C000001J0pmfIAB
Goddess Garden,2018,Changemakers,,001C000001LNtjDIAT
El Viaje de Odiseo,2018,Changemakers,,001C000001GtKxRIAV
El Dot Designs,2018,Changemakers,,0018000000axmQpAAI
Fishpond Inc.,2018,Changemakers,,001C000001IDEjTIAX
Raisely,2018,Changemakers,,001C000001Q2duoIAB
Beyond Green Sustainable Food Partners,2018,Changemakers,,001C000000zhw3sIAA
Green Libros,2018,Changemakers,,001C000000zjZNSIA2
Grupo Contempo S.A.S,2018,Changemakers,,001C000001N5Lj1IAF
Honest to Goodness,2018,Changemakers,,001C000001Erx9FIAR
Daproim Africa Limited,2018,Changemakers,,001C000001AgMusIAF
Microfranquicias con Impacto Social,2018,Changemakers,,001C000001MXKJLIA5
Lotus Foods,2018,Changemakers,,001C000000q8BKoIAM
Bonterra Organic Estates,2018,Changemakers,,001C000001GrVOlIAN
Funeraria del Hogar de Cristo,2018,Changemakers,,001C000001Q4jVjIAJ
"New Chapter, Inc",2018,Changemakers,,001C0000016qNNmIAM
PICnet,2018,Changemakers,,001C000000yiZpPIAU
Gemma,2018,Changemakers,,001C000001NNz8cIAD
New Citizenship Project,2018,Changemakers,,001C000001P6EsXIAV
"Ocean First, LLC",2018,Changemakers,,001C000001Kn7whIAB
Sierra Leadership LLC,2018,Changemakers,,001C000001Q3hxWIAR
Vyykn Inc,2018,Changemakers,,001C000000zhsppIAA
Elephants Delicatessen,2018,Changemakers,,001C0000018vdvyIAA
Summerhill,2018,Changemakers,,001C0000014PKqzIAG
Focus Lab srl SB,2018,Changemakers,,001C000001NuEVDIA3
Larry's Coffee,2016,Community,,0018000000PSEqIAAX
Bigger Boat Consulting,2016,Workers,,001C000000x93kLIAQ
CAMIF MATELSOM,2016,Community,,001C000001NuO9EIAV
"First Rate, Inc.",2016,Workers,,0018000000lw8UHAAY
StoryStudio Chicago,2016,Overall; Community,,001C0000012fsDNIAY
Nation Partners,2016,Workers,,001C000001EBZiEIAX
Twirl Management,2016,Workers,,001C0000016r30tIAA
Myplanet,2016,Workers,,001C0000010gkiTIAQ
CODETHIC,2016,Overall; Community,,001C000001HH6c7IAD
Quinn+Partners,2016,Workers,,001C000001EsoGAIAZ
RetailOasis,2016,Workers,,001C000001N4xurIAB
Sustainable Harvest,2016,Community,,001C000000r65XzIAI
Purpose,2016,Workers,,001C000000zjue4IAA
Rescue Chocolate,2016,Community,,001C0000019uJSQIA2
The Australian Educational Travel Company,2016,Workers,,001C000001J0BvnIAF
CleanChoice Energy,2016,Environment; Workers,,001C0000012ce1jIAA
"The Green Engineer, Inc.",2016,Environment,,001C0000015rVxxIAE
Late,2016,Community,,001C000000wChz9IAC
gDiapers,2016,Environment,,0018000000PSEpsAAH
Source Intelligence,2016,Workers,,0018000000YcbdSAAR
The Delphi Group / GLOBE Series,2016,Workers,,001C0000013FlqbIAC
Brand Cool,2016,Workers,,001C0000014ylwgIAA
Firespring,2016,Community,,001C000001E9jUNIAZ
Leverage Lab,2016,Overall,,001C0000018uyZGIAY
AE Works,2016,Workers,,001C000001Cg82oIAB
Moon Valley Organics,2016,Environment,,001C0000015OUNRIA4
3Degrees Group Inc.,2016,Environment,,0018000000WXBTeAAP
Solar Works,2016,Environment,,0018000000dRyWxAAK
Environmental & Public Health Consulting,2016,Environment,,001C000000pKzrqIAC
Out Leadership,2016,Customers,,001C000001C51OBIAZ
Dimensions in Occupational Health and Safety,2016,Workers,,001C0000011ad8ZIAQ
100km Foods,2015,Community,,001C0000013EirYIAS
3vectores,2015,Community,,001C0000015Qn9ZIAS
This is L. Inc.,2015,Overall; Community,,001C0000015qvpGIAQ
Little Bean Sprout,2015,Overall; Community,,001C00000141BJdIAM
"Manzimvula Ventures, Inc.",2015,Overall; Community,,001C000000r5fopIAA
MAXX Potential,2015,Overall; Community,,001C000001DxFeYIAV
MiiR,2015,Overall; Community,,001C0000014OBK5IAO
New Avenue,2015,Overall; Community,,001C0000013EiCzIAK
