company,year,award_category,size_category,company_id
Figure 8 Investment Strategies LLC,2022,Customers,1-9 Employees,001C000001VbCsPIAV
Fingerlakes Wealth Management,2022,Workers,1-9 Employees,001C0000014wAdYIAU
Finhabits,2022,Customers,1-9 Employees,001C000001YsAFmIAN
Finley's Barkery SBC,2022,Community,1-9 Employees,001C000001njDhVIAU
Global Gaming Initiative,2022,Community,1-9 Employees,001C000001Cg8cVIAR
Hopemakers,2022,Customers,1-9 Employees,001C0000014z0VsIAI
Goldfarb Financial,2022,Customers,1-9 Employees,001C000001MYEM9IAP
Good & Well,2022,Customers,1-9 Employees,001C000001SHdTjIAL
Goodkind Co,2022,Community,1-9 Employees,001C000001cBAZgIAO
Grassroots Capital Management Corp PBC,2022,Customers,1-9 Employees,001C000000r37OOIAY
"Green Dinosaur, Inc.",2022,Customers,1-9 Employees,001C000001UlNGdIAN
GreenStep Solutions Inc.,2022,Environment,1-9 Employees,001C000000ziy22IAA
Smartrip,2022,Community; Governance,1-9 Employees,001C000001Agx3iIAB
Soluciones Ecológicas,2022,Environment,1-9 Employees,001C000001iuXc3IAE
Suindara Radar e Rede,2022,Customers,1-9 Employees,001C000001YDlPMIA1
Wanderbus Ecuador,2022,Governance,1-9 Employees,001C000001lO53xIAC
We.Flow,2022,Customers,1-9 Employees,001C000001ghgh4IAA
matteria,2022,Governance,1-9 Employees,001C000001Z7YOSIA3
sinba,2022,Environment,1-9 Employees,001C000001aibYgIAI
SukkhaCitta,2022,Community,1-9 Employees,0013b00001o42sUAAQ
Rapid Asia Co Ltd,2022,Customers,1-9 Employees,001C000001WF5KKIA1
CO Capital,2022,Customers,1-9 Employees,0013b00001nELYzAAO
Creatividad Positiva,2022,Environment,1-9 Employees,001C000001Ux5gRIAR
Dar Sentido,2022,Community,1-9 Employees,0013b00001p0bfCAAQ
Dibago,2022,Customers,1-9 Employees,001C000001NtLe6IAF
Din4mo,2022,Customers,1-9 Employees,001C000001NvUmaIAF
Eco Panplas,2022,Environment,1-9 Employees,001C000001lPm8oIAC
Ecomundo Reciclajes SpA,2022,Environment,1-9 Employees,0013b00001vKFgUAAW
Entidad Patrocinante Unión SpA,2022,Customers,1-9 Employees,0013b00001vOCPZAA4
Extensio,2022,Customers,1-9 Employees,001C000001lOsYgIAK
Actitudlab,2022,Customers,1-9 Employees,001C000001E83JhIAJ
BAU Accesibilidad,2022,Customers,1-9 Employees,001C000001YlpIYIAZ
BILD,2022,Customers,1-9 Employees,001C000001SzOzdIAF
Blockforce,2022,Workers,1-9 Employees,0013b00001p1AyVAAU
Bodhi Surf + Yoga,2022,Community,1-9 Employees,001C000001XeFccIAF
Finmas,2022,Workers; Governance,1-9 Employees,0013b00001p0wOMAAY
Fondify,2022,Customers,1-9 Employees,001C000001eZDybIAG
Freemet Comercial SpA,2022,Environment,1-9 Employees,001C000001ea65JIAQ
GREEN SPOT SPA,2022,Environment,1-9 Employees,001C000001gzCcIIAU
Green Capital SA,2022,Customers,1-9 Employees,0013b00001rGYmcAAG
Green Depot,2022,Environment,1-9 Employees,001C000001lNnMWIA0
Impacto Transformador,2022,Community,1-9 Employees,001C000001ffI1jIAE
Inclusiva Consulting,2022,Customers,1-9 Employees,001C000001iwY7pIAE
Incluyeme.com,2022,Customers,1-9 Employees,001C000001D3UuAIAV
Kolibri,2022,Workers,1-9 Employees,0013b00001p2kttAAA
LUMNI CHILE,2022,Customers,1-9 Employees,001C000000yiQ9eIAE
Leather Heart,2022,Community,1-9 Employees,001C000001k9bzDIAQ
Lulea Mindful Athletes S.A.,2022,Community,1-9 Employees,001C000001KofPLIAZ
Luz Libre S.R.L.,2022,Customers,1-9 Employees,001C000001Wlh49IAB
MOV Investimentos Ltda.,2022,Customers,1-9 Employees,001C000001WDUWEIA5
MOVIN,2022,Environment,1-9 Employees,001C000001Q4zAEIAZ
ManejeBem,2022,Customers,1-9 Employees,0013b00001u93ICAAY
Millete,2022,Customers,1-9 Employees,0013b00001s7kHoAAI
Move Avaliação e Estratégia em Desenvolvimento Social,2022,Customers,1-9 Employees,001C000001LO68jIAD
Movva,2022,Customers,1-9 Employees,001C000001XQbXyIAL
Mujeres del Pacifico,2022,Customers,1-9 Employees,001C000001EBKIqIAP
Nature Services Peru,2022,Governance,1-9 Employees,001C000001GDXFRIA5
Nuestro Flow,2022,Customers,1-9 Employees,0013b00001vMplyAAC
STC Sunbelt SpA,2022,Customers; Environment,1-9 Employees,001C000001ICLcQIAX
SVX México,2022,Workers,1-9 Employees,001C000001YmopLIAR
Núcleo Ambiental S.A.S.,2022,Workers,1-9 Employees,001C000001FhOfcIAF
OPTIMIZAR FORESTAL SAS,2022,Environment,1-9 Employees,0013b00001s7jhvAAA
Organic Life (Tomaquet S.A),2022,Environment,1-9 Employees,001C000001chQRmIAM
PUELCHE HUMAN CONSULTING SPA,2022,Workers,1-9 Employees,001C000001gzCgMIAU
PlanoCDE,2022,Customers,1-9 Employees,001C000000uPh2vIAC
Positive Ventures,2022,Customers,1-9 Employees,001C000001UkMn8IAF
Programa Vivenda,2022,Customers,1-9 Employees,001C000001Xdt0kIAB
Proyecta Impacto,2022,Workers,1-9 Employees,001C000001Nt6ZBIAZ
R+B Diseño experimental SAS BIC,2022,Environment,1-9 Employees,001C000001a2k38IAA
Rayito de Luna,2022,Community; Environment,1-9 Employees,001C000001cCNyUIAW
Raízes Desenvolvimento Sustentável,2022,Customers,1-9 Employees,001C0000018QlrgIAC
Recicladora Urbana,2022,Environment,1-9 Employees,001C0000019M5bBIAS
Retalhar,2022,Environment,1-9 Employees,001C000001GpdZaIAJ
NINT - Natural Intelligence,2022,Community,1-9 Employees,001C000001afbb8IAA
SOMOS VIA,2022,Customers,1-9 Employees,001C000001cCOZRIA4
Smart Hydro,2022,Environment,1-9 Employees,0013b00001qoH82AAE
evelina eco events,2021,Governance,0 Employees,001C000001P5aayIAB
Shift Workspaces,2021,Governance,0 Employees,001C000001P5GyXIAV
"Frogsong Farm, LLC",2021,Environment,0 Employees,001C000001YmTlnIAF
Salt Palm Development,2021,Governance,0 Employees,001C000001eWaYoIAK
The TAN2000 International Regulatory Corporation,2021,Governance,0 Employees,001C000001I1OYUIA3
"Green Retirement, Inc.",2021,Customers,0 Employees,001C000000u2ebfIAA
Savannah Consulting,2021,Community,0 Employees,001C000001NOJyxIAH
Vista Global Coaching & Consulting LLC,2021,Customers,0 Employees,001C000000v9gzMIAQ
Clear Blue Commercial,2021,Governance,0 Employees,001C000001P5hXdIAJ
"BioGo, GBC",2021,Community; Governance,0 Employees,001C000001VazMDIAZ
Big Sky Recycling,2021,Community; Environment,0 Employees,0013b00001nEvusAAC
Conspiracy of Love,2021,Governance,0 Employees,0013b00001p0hVvAAI
Climate Positive Consulting,2021,Environment,0 Employees,0013b00001qp3YpAAI
Marigold Capital,2021,Customers,0 Employees,001C000001h3UaTIAU
Helping Habit PBC,2021,Governance,0 Employees,001C000001a1wquIAA
Core Capital Management,2021,Customers,0 Employees,001C000000r6CgXIAU
Food Insight Group,2021,Customers,0 Employees,001C000001eElN0IAK
Rescue Chocolate,2021,Community,0 Employees,001C0000019uJSQIA2
Portola Creek Capital,2021,Customers,0 Employees,001C000001eXDvdIAG
"Rain Water Solutions, Inc",2021,Environment,0 Employees,0018000000WEgqqAAD
Drawdown Management,2021,Customers,0 Employees,001C000001iwoy8IAA
"Karner Blue Capital, LLC",2021,Customers,0 Employees,001C000001iupdlIAA
Harvey,2021,Community,0 Employees,0013b00001ooEiTAAU
Reef Ecologic,2021,Environment,0 Employees,0013b00001rFdBLAA0
RePlated,2021,Environment,0 Employees,0013b00001o3u7pAAA
Chris Bertish - IMpossible,2021,Community,0 Employees,001C000001cAYpnIAG
Semantrica Ltd,2021,Community,0 Employees,001C000001Wjx6VIAR
Freestar Drinks Ltd,2021,Environment,0 Employees,001C000001eXmdgIAC
ZYN,2021,Community,0 Employees,001C000001dfMDFIA2
Thread Talk,2021,Community,0 Employees,001C000001eZXkVIAW
Prokanga,2021,Governance,0 Employees,001C000001lPDxFIAW
BeyondAdmissions?,2021,Governance,0 Employees,001C000001eWbuZIAS
Giv Local,2021,Community,0 Employees,001C000001ivgI3IAI
Greenvest,2021,Customers,0 Employees,0013b00001p1sSjAAI
NEEV,2021,Community,0 Employees,001C0000018vdwBIAQ
Zen Business Consulting,2021,Governance,0 Employees,001C000001WEIlfIAH
Dhana Inc.,2021,Community,0 Employees,001C0000016rSDeIAM
Natural Investments LLC,2021,Customers,0 Employees,001C000000r5ohjIAA
Rockridge Venture Law®,2021,Community,0 Employees,001C000001XtGtgIAF
"7group, LLC",2021,Environment,0 Employees,001C000000v8YUuIAM
The Builders Fund,2021,Customers,0 Employees,001C000001HXg7YIAT
atlasGO,2021,Governance,0 Employees,001C000001YHr0bIAD
"Terra Genesis International, LLC",2021,Environment,0 Employees,001C000001YEfOXIA1
UpDIG,2021,Environment,0 Employees,001C000001a1FazIAE
Social Impact Advisors,2021,Customers,0 Employees,001C000001ahAvJIAU
"Etho Capital, LLC",2021,Customers,0 Employees,001C000001Qz7JoIAJ
Halcyon Consulting Group,2021,Customers,0 Employees,001C000001ahfCFIAY
Connective Impact,2021,Customers,0 Employees,001C0000019rq76IAA
GIVN Goods,2021,Community,0 Employees,001C000001GCMMjIAP
Hugo & Hoby,2021,Governance,0 Employees,0013b00001oo7pGAAQ
stubble + 'stache,2021,Community,0 Employees,0013b00001qHuDIAA0
Liquid Blue,2021,Governance,0 Employees,0013b00001rGf9wAAC
Ace of Air LLC,2021,Governance,0 Employees,0013b00001qFK4RAAW
Good Capital Investment Group,2021,Customers,0 Employees,0013b00001qHDGNAA4
Green Moves Australia,2021,Environment,0 Employees,001C000001NuiFBIAZ
nu-tility,2021,Environment,0 Employees,001C000001SJGpjIAH
Mud Environmental,2021,Environment,0 Employees,001C000001LNNkSIAX
i=Change,2021,Customers,0 Employees,001C000001D6Yc3IAF
PIE Strategy Limited,2021,Community,0 Employees,001C000001cgqjdIAA
Gexsi (Good Search UG),2021,Community,0 Employees,001C000001C4aHxIAJ
Organizzare Italia S.R.L. S.B.,2021,Governance,0 Employees,001C000001UlfR2IAJ
ecoBirdy,2021,Environment,0 Employees,001C000001mVsW6IAK
Holie,2021,Governance,0 Employees,0013b00001qFwukAAC
De-LAB srl SocietÃƒ Benefit,2021,Governance,0 Employees,0013b00001rGX5BAAW
NUOC,2021,Governance,0 Employees,0013b00001rGvxXAAS
Criando Consultoria,2021,Customers,0 Employees,001C0000019Jp7sIAC
Yunus Negócios Sociais Brasil,2021,Customers,0 Employees,001C000001XuTARIA3
Nodo Chile,2021,Customers,0 Employees,001C000001afqFpIAI
De la Olla,2021,Environment,0 Employees,001C000001P788JIAR
FC BOLA,2021,Community,0 Employees,001C000001JcQgaIAF
Rising Sun Chile,2021,Environment,0 Employees,001C000001dfbNoIAI
Arueira Ambiental,2021,Environment,0 Employees,001C000001geFrjIAE
Welight,2021,Customers,0 Employees,001C000001YsAGBIA3
Selletiva,2021,Environment,0 Employees,001C000001iwiSBIAY
GrinCraft,2021,Community,0 Employees,001C000001XQDRhIAP
Handen ConsultorÃ­a,2021,Customers,0 Employees,001C000001k9J6pIAE
dub I diseÃ±o & sustentabilidad,2021,Environment,0 Employees,0013b00001rIpwKAAS
Unboxed,2021,Governance,0 Employees,001C000001TYJoCIAX
The Key - Prosperar na Nova Economia,2021,Customers,0 Employees,001C000001YGlewIAD
Soqtapata,2021,Environment; Governance,0 Employees,0013b00001nEb9JAAS
Eleek Incorporated,2019,Environment,0 Employees,0018000000PSEq7AAH
Steelter,2019,Governance,0 Employees,001C000001SIt7bIAD
Soleventus,2019,Environment,0 Employees,001C00000181YnMIAU
REthink Development,2019,Environment; Governance; Changemakers,0 Employees,001C000000r6BcfIAE
Dhana Inc.,2019,Overall; Community,0 Employees,001C0000016rSDeIAM
Hös?g,2019,Community,0 Employees,001C000001TYJHWIA5
Palto,2019,Environment,0 Employees,001C000001Ujw75IAB
Flynner Homes,2019,Environment,0 Employees,001C000001TZswMIAT
SoFine Food dba Dress It Up Dressing,2019,Governance,0 Employees,001C000001E8dT4IAJ
Elidria Srl SB,2019,Governance,0 Employees,001C000001WnH2dIAF
fitppl,2019,Environment,0 Employees,001C000001Z6UTJIA3
TripZero,2019,Environment,0 Employees,001C000001FK75cIAD
Blue Ocean Office Supplies & Solutions,2019,Community,0 Employees,001C000001Q64GxIAJ
Wanderwell,2019,Community; Governance,0 Employees,001C000001R2LIIIA3
Tuckerman & Co.,2019,Governance,0 Employees,001C000001HHAUaIAP
Urbane & Gallant,2019,Governance,0 Employees,001C0000016alMpIAI
"7group, LLC",2019,Environment,0 Employees,001C000000v8YUuIAM
Meliora Cleaning Products,2019,Community; Changemaker,0 Employees,001C000001GFRUJIA5
Ossa Organic,2019,Environment,0 Employees,001C000001XwP6rIAF
CRIDEM,2019,Changemaker,0 Employees,001C0000015S3RSIA0
Good.Must.Grow. LLC,2019,Changemaker,0 Employees,001C0000010gNuzIAE
Twelve Winds Consulting,2019,Changemaker,0 Employees,001C000001KmmWOIAZ
Almaciguera Consultora,2019,Changemaker,0 Employees,001C000001ICNdUIAX
Decah,2019,Changemaker,0 Employees,001C000001KndHDIAZ
Wicked Ideas,2019,Changemaker,0 Employees,001C000001D3OcVIAV
Roundpeg Benefit LLC,2019,Changemaker,0 Employees,001C000000xC30JIAS
Business Culture Consultants,2019,Changemaker,0 Employees,001C000000wDB4sIAG
Mother E,2019,Community,0 Employees,001C000001TYNIyIAP
UpDIG,2019,Environment,0 Employees,001C000001a1FazIAE
Animal Experience International,2019,Overall; Community; Environment; Governance; Changemaker,0 Employees,001C0000013EpnyIAC
"Packaging 2.0, Inc",2019,Governance,0 Employees,001C0000017yNjDIAU
Lulea Mindful Athletes S.A.,2019,Overall; Community,0 Employees,001C000001KofPLIAZ
Elkie & Ark,2019,Overall; Community; Environment,0 Employees,001C000001WvXPrIAN
Miei Group Pty Ltd,2019,Overall; Community,0 Employees,001C000001XQbIqIAL
Stay True Clothing,2019,Community; Environment,0 Employees,001C000001JOFyVIAX
De la Olla,2019,Overall; Environment,0 Employees,001C000001P788JIAR
Megan A. James Photography,2019,Community,0 Employees,001C000001Syic3IAB
Rescue Chocolate,2019,Overall; Community,0 Employees,001C0000019uJSQIA2
FC BOLA,2019,Community,0 Employees,001C000001JcQgaIAF
Semantrica Ltd,2019,Community; Governance,0 Employees,001C000001Wjx6VIAR
Fair Food Forager,2019,Environment,0 Employees,001C000001YFcGzIAL
"Y8 STUDIO, Inc.",2019,Environment,0 Employees,001C000001ag2TQIAY
SALOMMON IDEAS EN ACCIÓN,2019,Community,0 Employees,001C000001EBJGKIA5
Green Moves Australia,2019,Environment,0 Employees,001C000001NuiFBIAZ
OORR,2019,Overall; Environment,0 Employees,001C000001P68bVIAR
"Evox OmniMedia, PBC",2019,Governance; Changemaker,0 Employees,001C0000019tOwNIAU
"Frogsong Farm, LLC",2019,Environment,0 Employees,001C000001YmTlnIAF
Mud Environmental,2019,Environment,0 Employees,001C000001LNNkSIAX
Salt Palm Development,2019,Governance,0 Employees,001C000001eWaYoIAK
The TAN2000 International Regulatory Corporation,2019,Governance,0 Employees,001C000001I1OYUIA3
Mama Maya,2019,Community,0 Employees,001C000001Vbkn5IAB
Rising Sun Chile,2019,Environment,0 Employees,001C000001dfbNoIAI
LORF S.B. SRL,2019,Community; Governance,0 Employees,001C000001agDWlIAM
Give-a-Seat,2019,Community,0 Employees,001C000001gecg7IAA
Clear Blue Commercial,2019,Overall; Governance,0 Employees,001C000001P5hXdIAJ
Arueira Ambiental,2019,Environment,0 Employees,001C000001geFrjIAE
"BioGo, GBC",2019,Community; Governance,0 Employees,001C000001VazMDIAZ
BAOBAB,2019,Community,0 Employees,001C0000014wZz2IAE
"Superior Switchel Company, LLC",2019,Environment,0 Employees,001C000001gjLmpIAE
Samara,2019,Environment,0 Employees,001C000001WjfooIAB
Gexsi (Good Search UG),2019,Community; Changemaker,0 Employees,001C000001C4aHxIAJ
Bicicla,2019,Environment,0 Employees,001C000001bTMqqIAG
Tillak,2019,Community,0 Employees,001C000001Z6opyIAB
"Rain Water Solutions, Inc",2019,Environment,0 Employees,0018000000WEgqqAAD
Thread Talk,2019,Overall; Community,0 Employees,001C000001eZXkVIAW
Wisdom Supply Co.,2019,Environment,0 Employees,001C000001a04jPIAQ
nu-tility,2019,Environment,0 Employees,001C000001SJGpjIAH
Chris Bertish - IMpossible,2019,Community,0 Employees,001C000001cAYpnIAG
Yala Jewellery,2019,Governance,0 Employees,001C000001ghUY0IAM
Carnes Naturales SpA,2019,Environment; Governance,0 Employees,001C000001R1ZWnIAN
Cubreme,2019,Environment,0 Employees,001C0000010iIkYIAU
MADE OF,2019,Governance,0 Employees,001C000001XRLrpIAH
Rockridge Venture Law®,2019,Community,0 Employees,001C000001XtGtgIAF
Last Triumph,2019,Overall; Community,0 Employees,001C000001D5vtbIAB
Kung Fu Accounting,2019,Governance,0 Employees,001C000001ai2sPIAQ
Savannah Consulting,2019,Community,0 Employees,001C000001NOJyxIAH
NEEV,2019,Overall; Community; Governance; Changemaker,0 Employees,001C0000018vdwBIAQ
Cuento de Luz,2019,Overall; Community,0 Employees,001C000001Q42jHIAR
Law Office Of Lara Pearson & Brand Geek,2019,Governance,0 Employees,001C0000010g1qCIAQ
Senda Athletics,2019,Governance; Changemaker,0 Employees,001C0000011b9diIAA
WeBuild,2019,Community,0 Employees,001C000001Q4m0aIAB
"Terra Genesis International, LLC",2019,Environment,0 Employees,001C000001YEfOXIA1
Business Growth Strategies,2019,Overall; Community,0 Employees,001C000001F85kUIAR
850zip,2019,Overall; Community,0 Employees,001C000001Xtm92IAB
Marmalade Fish,2019,Community,0 Employees,001C000001WkxvHIAR
Andy Smith Photography,2019,Overall; Community,0 Employees,0018000000OO2j8AAD
WashPark Capital,2019,Customers,0 Employees,001C000001Q4wInIAJ
Dibago,2019,Customers,0 Employees,001C000001NtLe6IAF
Atticus,2019,Customers,0 Employees,001C000001iwN2SIAU
The Restorative Leadership Institute,2019,Overall; Customers,0 Employees,001C000000uPofnIAC
Inclusiva Consultores,2019,Customers,0 Employees,001C000001FgAR3IAN
Gulliver,2019,Customers,0 Employees,001C000000wFMoDIAW
Generous Minds,2019,Overall; Customers; Governance; Changemaker,0 Employees,001C000001LrSTPIA3
Higher Legal,2019,Governance,0 Employees,001C00000141wnoIAA
"Jason Wiener, P.C.",2019,Governance,0 Employees,001C000001BGVocIAH
Neighborhood Sun,2019,Governance,0 Employees,001C000001GdyRuIAJ
Thinkshift Communications,2019,Governance,0 Employees,001C000000rqWK3IAM
CSRHub LLC,2019,Governance,0 Employees,001C000000r5aKlIAI
Disruptive Media,2019,Community,0 Employees,001C000001Q2y3BIAR
do good well consulting,2019,Overall; Community,0 Employees,001C000001NvViPIAV
Roots for Sustainability (R4S),2019,Customers; Changemaker,0 Employees,001C000001Gfj5rIAB
"Broughton Consulting, LLC",2019,Customers,0 Employees,001C000001NtTyUIAV
"Radix Consulting Group, LLC",2019,Overall; Customers,0 Employees,001C000001R25QOIAZ
The Alinker Inventions Ltd,2019,Governance,0 Employees,001C000001P6xc3IAB
.org/advisors,2019,Overall; Community,0 Employees,001C000001c9Pi0IAE
"MANRESANA de MICOBACTERIOLOGIA, S.L",2019,Governance,0 Employees,001C000001MLaFOIA1
Sustainability Advantage,2019,Overall; Community,0 Employees,001C0000010hH2DIAU
Ogunte,2019,Governance,0 Employees,001C000000wCPDmIAO
Habitus Incorporated,2019,Governance,0 Employees,001C000001Ah163IAB
"Vianova, Inc.",2019,Governance,0 Employees,001C000000yiR2uIAE
Pause i/O,2019,Overall,0 Employees,001C000001QzhMoIAJ
Vista Caballo,2019,Overall,0 Employees,001C000000yhGfyIAE
evelina eco events,2019,Overall; Governance,0 Employees,001C000001P5aayIAB
SVT Group,2019,Governance; Changemaker,0 Employees,001C000000r5kfJIAQ
EcoAdvisors,2019,Overall,0 Employees,001C000001D3UqEIAV
Center for Global Consciousness,2019,Overall,0 Employees,001C000001ag2TVIAY
Creative Action Network,2019,Governance,0 Employees,001C000001EvqscIAB
atlasGO,2019,Governance,0 Employees,001C000001YHr0bIAD
"Hair,Head & Heart",2019,Governance,0 Employees,001C000001ge7OOIAY
Helping Habit PBC,2019,Governance,0 Employees,001C000001a1wquIAA
APP Chile,2019,Customers,0 Employees,001C000001R0D7AIAV
Mboja'o,2019,Customers,0 Employees,001C000001ddqtYIAQ
Sense-Lab,2019,Customers,0 Employees,001C000001eWka8IAC
"Door94, Inc.",2019,Customers,0 Employees,001C000001iwFe7IAE
StartSomeGood,2019,Customers,0 Employees,001C000001FJDkFIAX
Stone Soup Consulting,2019,Customers,0 Employees,001C000001WEfhiIAD
Vital Consult,2019,Customers,0 Employees,001C000001E8NaJIAV
Criando Consultoria,2019,Customers,0 Employees,001C0000019Jp7sIAC
Richmond Grid,2019,Overall,0 Employees,001C000000zjJfsIAE
Entelékia / Integrow,2019,Overall; Governance,0 Employees,001C000001YHol2IAD
Social Impact Architects,2019,Governance,0 Employees,001C0000019N3M9IAK
Sweet Livity LLC,2019,Overall,0 Employees,001C0000012cTUjIAM
UpSpring,2019,Overall,0 Employees,0018000000PSEpmAAH
Allied Cloud,2019,Customers,0 Employees,001C000001a1EZrIAM
Marigold Capital,2019,Customers,0 Employees,001C000001h3UaTIAU
"Karner Blue Capital, LLC",2019,Customers,0 Employees,001C000001iupdlIAA
